divergence_domestic_captive,divergence_domestic_wild,divergence_wild_captive,diversity_all_pops,diversity_captive,diversity_domestic,diversity_wild,expected_heterozygosity_all_pops,expected_heterozygosity_captive,expected_heterozygosity_domestic,expected_heterozygosity_wild,f2_domestic_captive,f2_domestic_wild,f2_wild_captive,f3_captive,f3_domestic,f3_wild,fst_domestic_captive,fst_domestic_wild,fst_wild_captive,monomorphic_sites_captive,monomorphic_sites_domestic,monomorphic_sites_wild,observed_heterozygosity_all_pops,observed_heterozygosity_captive,observed_heterozygosity_domestic,observed_heterozygosity_wild,pc1_iqr_all_pops,pc1_iqr_captive,pc1_iqr_domestic,pc1_iqr_wild,pc1_median_all_pops,pc1_median_captive,pc1_median_dist_domestic_captive,pc1_median_dist_domestic_wild,pc1_median_dist_wild_captive,pc1_median_domestic,pc1_median_wild,pc2_iqr_all_pops,pc2_iqr_captive,pc2_iqr_domestic,pc2_iqr_wild,pc2_median_all_pops,pc2_median_captive,pc2_median_dist_domestic_captive,pc2_median_dist_domestic_wild,pc2_median_dist_wild_captive,pc2_median_domestic,pc2_median_wild,r2_all_pops_0.5_1e6,r2_all_pops_0_0.5mb,r2_all_pops_1_2mb,r2_all_pops_2_4mb,r2_captive_0.5_1e6,r2_captive_0_0.5mb,r2_captive_1_2mb,r2_captive_2_4mb,r2_domestic_0.5_1e6,r2_domestic_0_0.5mb,r2_domestic_1_2mb,r2_domestic_2_4mb,r2_wild_0.5_1e6,r2_wild_0_0.5mb,r2_wild_1_2mb,r2_wild_2_4mb,roh_all_pops_iqr,roh_all_pops_mean,roh_captive_iqr,roh_captive_mean,roh_domestic_iqr,roh_domestic_mean,roh_wild_iqr,roh_wild_mean,segregating_sites,sfs_mean_all_pops_0_9,sfs_mean_all_pops_18_27,sfs_mean_all_pops_27_36,sfs_mean_all_pops_36_45,sfs_mean_all_pops_9_18,sfs_mean_captive_0_2,sfs_mean_captive_2_4,sfs_mean_captive_4_6,sfs_mean_captive_6_8,sfs_mean_captive_8_10,sfs_mean_domestic_0_1,sfs_mean_domestic_1_2,sfs_mean_domestic_2_3,sfs_mean_domestic_3_4,sfs_mean_domestic_4_5,sfs_mean_wild_0_6,sfs_mean_wild_12_18,sfs_mean_wild_18_24,sfs_mean_wild_24_30,sfs_mean_wild_6_12,tajimas_d_all_pops,tajimas_d_captive,tajimas_d_domestic,tajimas_d_wild,wattersons_theta_all_pops,wattersons_theta_captive,wattersons_theta_domestic,wattersons_theta_wild
0.0004608579612552449,0.000417794777992936,0.000534643275260527,0.0004940129887438116,0.0005740350744776172,0.0003433636834616532,0.000491290169860453,0.05700970656699181,0.06363923865983594,0.03606283040225927,0.056376975930312954,0.0002519019616313508,5.459725535543918e-05,0.00023113800311628054,0.0031978743185331494,0.0009403739491175559,0.00029506201787783,0.004683834211587138,0.0011198113440538413,0.003704625463635814,46619,72411,20279,0.05784504790468077,0.06749833704823144,0.03990384054334761,0.057617486083719416,8.431615829467773,20.116391897201538,4.656002044677734,9.457531929016113,-9.553260803222656,-7.438586235046387,5.6416454,2.491167,3.1504784,-13.080231666564941,-10.589064598083496,8.239992499351501,8.149549044668674,4.575219750404358,9.555707782506943,3.575847625732422,4.247441291809082,0.37952328,1.5156729,1.1361496,4.626964569091797,3.1112916469573975,0.0022172949002217325,0.0033222591362126247,0.0021633315305570585,0.002163331530557057,0.027777777777777776,0.027777777777777783,0.027777777777777776,0.027777777777777755,0.16666666666666652,0.16666666666666652,0.16666666666666652,0.16666666666666652,0.00510204081632653,0.00530503978779841,0.003831417624521077,0.0038314176245210735,2490.0,2016.4003721055344,2052.0,1728.106346928543,3068.0,2923.304088436568,2500.0,2024.294735989306,83147,8768.555555555555,84.33333333333333,18.555555555555557,4.111111111111111,363.0,17476.5,1530.0,374.0,130.0,25.5,9424.0,2530.0,898.0,341.0,87.0,10204.666666666666,126.33333333333333,26.833333333333332,8.166666666666666,536.0,-2.411636478456521,-2.009779728508405,-1.3492757593875784,-2.335014253356195,0.0016395152910600231,0.0011013256341743786,0.0004694310901789075,0.00140273258325012
